rosbagTimestamp
158439477338
158439477342
158439477348
158439477352
158439477358
158439477362
158439477368
158439477370
158439477378
158439477382
158439477388
158439477392
158439477396
158439477400
158439477406
158439477410
158439477416
158439477420
158439477432
158439477436
158439477440
158439477446
158439477450
158439477454
158439477460
158439477468
158439477476
158439477480
158439477486
158439477488
158439477494
158439477498
158439477504
158439477508
158439477514
158439477518
158439477524
158439477528
158439477534
158439477538
158439477544
158439477546
158439477554
158439477558
158439477564
158439477566
158439477572
158439477576
158439477582
158439477586
158439477594
158439477596
158439477602
158439477606
158439477614
158439477616
158439477622
158439477624
158439477632
158439477636
158439477642
158439477644
158439477652
158439477654
158439477660
158439477664
158439477672
158439477674
158439477680
158439477686
158439477690
158439477694
158439477700
158439477702
158439477712
158439477714
158439477720
158439477724
158439477730
158439477736
158439477740
158439477742
158439477750
158439477752
158439477760
158439477762
158439477770
158439477772
158439477782
158439477784
158439477788
158439477792
158439477798
158439477800
158439477808
158439477812
158439477818
158439477820
158439477828
158439477830
158439477836
158439477840
158439477848
158439477850
158439477856
158439477860
158439477868
158439477870
158439477876
158439477880
158439477886
158439477890
158439477896
158439477898
158439477906
158439477910
158439477914
158439477918
158439477926
158439477928
158439477934
158439477940
158439477946
158439477948
158439477954
158439477958
158439477965
158439477968
158439477974
158439477978
158439477984
158439477988
158439477994
158439477998
158439478004
158439478006
158439478014
158439478018
158439478024
158439478026
158439478032
158439478038
158439478042
158439478046
158439478054
158439478056
158439478062
158439478066
158439478072
158439478074
158439478082
158439478086
158439478092
158439478094
158439478104
158439478106
158439478112
158439478114
158439478122
158439478124
158439478130
158439478132
158439478140
158439478144
158439478150
158439478152
158439478160
158439478164
158439478170
158439478172
158439478180
158439478182
158439478188
158439478192
158439478200
158439478202
158439478208
158439478212
158439478218
158439478222
158439478228
158439478230
158439478238
158439478240
158439478248
158439478250
158439478258
158439478260
158439478266
158439478272
158439478278
158439478280
158439478286
158439478294
158439478300
158439478302
158439478308
158439478314
158439478320
158439478322
158439478328
158439478332
158439478340
158439478342
158439478350
158439478352
158439478358
158439478362
158439478368
158439478372
158439478378
158439478382
158439478388
158439478392
158439478398
158439478400
158439478406
158439478412
158439478418
158439478422
158439478426
158439478430
158439478436
158439478440
158439478448
158439478450
158439478456
158439478458
158439478466
158439478470
158439478476
158439478478
158439478486
