X,Y
2.23756894,7.33050295
2.23574455,7.34015329
2.2354597,7.32503154
2.24133162,7.31817423
2.23050375,7.33271049
2.24663291,7.32807016
2.22691028,7.31757047
2.23535319,7.32233763
2.2270014,7.31700358
2.22934375,7.31822623
2.21531046,7.31336834
2.22539722,7.30444864
2.20913571,7.310854
2.2353085,7.35088482
2.27069763,7.35789488
2.27794716,7.3633505
2.28959717,7.376692
2.2905271,7.37233809
2.2968324,7.37809328
2.30129526,7.38121651
2.29469521,7.38450051
2.29827661,7.38128487
2.28659586,7.38755432
2.28332571,7.39174759
2.25722273,7.39045355
2.25536009,7.39121637
2.24410979,7.38803835
2.23981138,7.38303812
2.22263685,7.36557845
2.21031294,7.34404746
2.22478731,7.34549948
2.23364176,7.3596601
2.23948588,7.37775564
2.24082835,7.38802715
2.24683348,7.38721164
2.25278414,7.40195459
2.25436618,7.40183619
2.25653667,7.40158491
2.25644778,7.41462906
2.25954843,7.42577544
2.27181101,7.42637628
2.25735978,7.4361839
2.27056706,7.4233344
2.2605485,7.44160758
2.27971586,7.44714751
2.29890011,7.47341684
2.34664283,7.46595371
7.47529432,7.35992408
7.52625236,7.35603514
7.54480462,7.34392493
7.54120454,7.33922691
7.54295021,7.33885619
7.54469049,7.33618248
7.54901518,7.33586869
7.54624808,7.32757988
7.55204961,7.32920869
7.55712843,7.32386847
7.55590559,7.32671883
7.54092923,7.31952781
7.52893051,7.31302417
7.51572491,7.31422009
7.5073647,7.31693052
7.4880835,7.31498066
7.48147087,7.30907647
7.4696627,7.3055944
7.46215477,7.30029646
7.45409491,7.29533118
7.44509756,7.28539426
7.44334229,7.28204521
7.43994252,7.27583471
7.43907127,7.26850795
7.44435851,7.2724053
7.44436708,7.27086624
7.46114901,7.26987636
