id,name,global_x,global_y,orientation
0,casa_loma.png,4.26854565,1.2350806,-1.26
1,cn_tower.png,0.88425381,5.48061289,0.12
2,nathan_philips_square.png,4.33210407,8.03930908,-0.717
3,princes_gates.png,7.68593691,4.23943568,2.11
