X,Y
-1.04098957,-0.69952456
-1.04266529,-0.70457231
-1.03480632,-0.70778465
-1.04000823,-0.7072594
-1.0281309,-0.70465504
-1.0234422,-0.70165484
-1.01176636,-0.70772477
-1.00841387,-0.70770604
-1.00424054,-0.70979664
-1.0077471,-0.7093218
-1.00594498,-0.71654879
-1.00235652,-0.71668566
-0.99264947,-0.7209678
-0.99528005,-0.72276047
-1.00086763,-0.72504178
-1.01043151,-0.71577479
-1.01392405,-0.71976195
-1.01203586,-0.72684698
-1.01605289,-0.7240936
-1.01093386,-0.73086289
-1.01413437,-0.7301922
-1.01497574,-0.72242099
-1.01483702,-0.71714835
-1.01225542,-0.7160159
-1.00322222,-0.70953297
-1.00591334,-0.70438604
-1.00364375,-0.70495505
-1.01483495,-0.706318
-1.01387237,-0.70284469
-1.01283967,-0.7028892
-1.01465718,-0.70587404
-1.02455891,-0.70238299
-1.02511093,-0.70540809
-1.02406962,-0.7060442
-1.02439199,-0.70965665
-1.02831789,-0.71198207
